192607,3.78,-0.41,-1.94,0.35,2.05,2.19,2.42,0.49,-1.58,-0.33,1.91,2.43,0.01,3.46,-1.26,1.59,1.53,1.19,0.27,2.47,3.45,6.09,2.03,3.11,0.56
192608,-2.21,-8.73,2.44,0.61,8.4,2.17,-1.18,4.01,0.46,6.17,-0.94,2.39,1.97,4.45,8.12,1.33,3.87,2.01,2.17,5.34,1.01,4.19,2.01,5.48,7.76
192609,-6.21,-0.3,-6.2,-1.64,0.86,-1.85,-1.26,1.08,-3.04,-0.94,-0.39,0.17,-2.14,2.69,-3.62,1.09,-0.53,-1.73,1.46,0.87,-1.29,3.65,0.1,-0.75,-2.43
192610,-8.62,-3.75,-5.67,5.72,-2.55,-1.8,-3.27,-5.07,-8.05,-1.32,-5.12,-2.56,0.27,-1.98,-3.14,-3.34,-2.66,-2.03,-3.11,-5.35,-2.74,-3.01,-2.24,-4.67,-5.81
192611,3.47,6.65,2.26,-4.7,0.54,2.91,-2.37,3.01,4.66,2.73,1.91,4.55,0.09,5.12,3.73,3.44,2.39,3.74,4.93,1.82,4.29,2.53,1.52,3.66,2.56
192612,13.95,-1.98,0.14,3.62,0.86,3.3,4.75,1.21,2.65,5.2,-1.32,2.4,-1.27,2.86,1.53,3.47,2.61,1.75,3.03,0.16,1.49,3.46,1.98,6.24,2.4
192701,0.45,-8.3,-4.79,3.23,2.02,2.56,-4.24,-0.06,-0.67,11.06,-0.63,-0.22,-0.66,2.55,2.55,2.38,1.47,-0.51,0.23,7.31,-0.78,0.33,-0.44,0.55,4.21
192702,2.49,-0.3,10.97,3.75,10.21,1.96,8.69,7.86,4.45,7.59,6.12,5.53,4.61,6.48,13.28,5.29,4.27,2.35,6.78,11.47,3.45,5.09,3.42,5.13,6.27
192703,6.4,-1.75,-7.83,-2.37,-3.57,-1.79,-0.52,-2.02,-0.59,-0.55,0.52,-3.57,-0.66,-2.16,-5.9,-2.2,0.16,-1.34,-1.39,3.89,0.58,1.98,-0.12,0.48,-3.84
192704,5.84,7.81,4.02,3.58,6.42,-2.33,-4.95,-0.3,-0.46,4.47,-2.29,1.4,-1.56,2.3,1.75,-0.26,1.86,-1.01,0.08,5.75,2.7,0.89,-0.3,-0.42,-3.53
192705,9.01,9.04,1.04,16.37,10.07,7.67,2.45,5.43,8.72,13.45,3.03,6.67,6.09,7.14,12.91,4.85,6.18,3.83,7.17,7.72,5.69,4.68,5.53,5.42,4.78
192706,-3.65,12.15,-6.84,-2.13,-4.49,3.48,3.14,4.57,-0.4,-6.38,-0.69,-3.64,-1.05,-0.03,1.74,1.03,-3.22,-3.53,-2.29,1.97,-0.06,-3.14,-2.75,-3.05,-5.36
192707,24.41,11.66,4.67,2.12,5.49,5.67,6.99,4.1,7.48,4.04,2.74,5.82,6.08,2.62,8.85,6.74,6.91,7.05,7.51,1.43,11.33,5.79,6.65,8.59,13.45
192708,11.77,3.74,0.8,-0.86,1.37,0.98,-2.6,-1.77,0.71,5.18,0.38,2.02,2.66,-2.65,-5.42,4.86,3.55,1,-2.63,-6.31,5.55,1.23,0.49,0.87,3.91
192709,-4.95,-6.17,0.52,-0.43,0.68,2.79,7.97,3.34,1.4,-1.03,3.44,0.13,1.41,2.17,9.23,4.19,3.13,4.92,4.26,9.87,6.16,4.08,5.58,3.99,5.59
192710,-8.89,-9.57,-2.23,-4.36,-10.12,2.31,-1,0.1,-3.77,-4.39,-0.67,-1.63,0.1,-3.98,-10.03,0.51,-1.94,-2.67,-4.7,-11.78,-5.04,-2.23,-4.15,-6.45,-14.55
192711,6.9,13.81,16.53,8.28,12.13,14.2,15.2,8.18,9.47,8.47,6.38,8.65,8.99,6.21,9.87,7.67,8.44,7.67,7.77,8.1,7.08,6.5,6,7.04,8.08
192712,-3.99,2.57,3.8,3.41,6.95,4.92,3.74,2.38,3.41,-0.34,4.57,4.63,4.5,3.85,11.33,0.07,5.56,4.33,1.67,-2.32,2.86,1.31,1.27,2.45,10.38
192801,-8.24,10.2,5.03,1.69,9.99,1.35,3.87,0.3,5.28,2.28,4.86,2.79,3.88,2.29,-5.85,1.78,1.08,0.27,2.21,0.32,-1.27,-0.26,-0.63,-1.64,-5.06
192802,0.65,-2.99,5.78,2.87,-4.83,-5.78,-2.06,-2.57,-1.97,-5.6,-2.56,-1.94,-3.03,-2.34,-6.28,-4.75,-0.87,-2.05,-3.01,-8.52,-0.15,-0.63,-0.49,-2.12,-1.39
192803,40.05,-1.16,2.07,-2.57,8.96,4.72,11.8,6.86,7.83,14.4,6.45,11.73,10.05,2.79,11.75,16.38,9.09,5.49,7.77,7.91,15.76,5.23,6.66,5.65,16.73
192804,-12.87,8.46,17.11,2.81,15.59,0.35,23.21,3.69,4.56,10.42,7.93,4.52,7.48,4.3,6.99,5.24,4.95,2.38,4.54,3.71,1.42,6.8,6.62,2.77,3.31
192805,17.72,0.35,4.37,14.64,5.74,2.08,3.81,5.54,5.82,3.29,2.77,6.85,1.69,-1.92,-3.19,5.4,-0.39,1.11,1.16,2.16,2.09,2.14,-0.54,1.21,-3.88
192806,-19.27,-7.42,-13.27,-9.28,-9.44,-5.74,-9.27,-8.61,-7.48,-6.11,-6.41,-4.65,-7.43,-7.03,-6.88,-7.14,-5.52,-3.43,-5.79,-5.89,-3.05,-3.63,-3.51,-4.86,-9.11
192807,-2.02,3.58,5.38,2.04,-0.32,1.08,-3.77,-1.27,0.8,-2.63,-0.12,-0.31,-0.68,0.33,1.48,0.83,-0.61,1.33,1.5,0.87,1.58,0.23,0.17,0.3,0.77
192808,7.53,0.55,4.12,2.12,3.51,6.8,3.82,3.92,3.26,5.05,5.38,9.03,8.44,4.17,8.04,10.16,8.16,6.44,7.85,7.73,8.68,6.59,5.27,4.44,4.98
192809,3.71,3.16,1.99,-0.21,13.43,3.11,2.65,5.71,5.02,13.04,4.21,4.73,5.49,6.44,2.84,5.87,6.46,2.96,3.04,5.92,3.34,1.02,2.26,0.59,6.96
192810,-3.94,-3.87,4.38,3.74,6.45,4.96,3.07,2.19,1.39,0.63,5.58,4.97,2.62,0.22,-1.75,0.74,-1.02,-1.75,4.74,-3.66,1.53,2.91,1.35,-0.37,4.75
192811,3.86,30.19,7.71,16.73,12.71,6.7,7.88,10.52,13.49,8.99,8.71,11.35,18.71,13.57,15.96,11.17,11.8,9.75,7.71,14.26,11.55,10.45,16.02,9.13,17.89
192812,-5.43,-7.61,-5.45,-2.43,-1.76,-2.09,-2.68,-0.47,-4.1,0.64,3.73,-0.11,1.06,1.32,0,3.13,3.7,0.28,1.9,-3.34,0.55,1.13,-1.04,1.28,0.37
192901,2.92,8.25,-4.61,5.99,5.09,3.05,1.43,1.73,-0.28,0.42,1.46,4.76,-4.76,3.89,2,4.64,4.89,3.84,1.22,1.14,6.57,10.25,2.31,4.96,0.02
192902,0.96,-8,-3.12,0,-1.33,-3.25,1.85,3.81,0.66,4.78,1.26,0.2,0.59,3.98,0.32,-1.33,1.42,3.36,0.39,1.93,-0.79,1.03,0.44,0.73,3.46
192903,-14.53,-0.6,-2.94,-4.8,-2.29,-4.08,-5.86,-5.33,-2.36,-4.03,-7.05,-4.91,-2.8,-3.29,-5.56,-4.49,-5.14,0.23,-1.23,-1.13,-0.17,0.78,3.51,0.04,0.77
192904,-4.42,-8.84,-0.25,7.41,-1.95,0,0.8,4.58,-2.29,2.7,1.08,0.69,3.73,-0.26,1.44,3.06,0.27,-0.42,1.77,4.57,2.1,2.86,0.88,0.81,2.86
192905,-21.88,-6.42,-17.45,-15.57,-12.96,-11.26,-11.76,-7.97,-13.34,-14.27,-6.3,-10.5,-8.02,-9.37,-8.86,-7.35,-10.5,-3.28,-5.02,0.94,-5.63,-5.92,-3.08,-2.7,-1.67
192906,16,4.07,4.01,6.86,6.73,3.67,6.71,11.32,4.25,6.37,6.98,10.87,10.07,7.93,8.86,13.27,10.75,11.15,9.12,3.59,11.91,13.64,7.91,7.78,4.74
192907,1.24,-5.22,-3.57,-9,2.31,-2.3,2.43,-1.59,0.37,6.22,0.44,3.71,1.3,-0.38,10.71,2.68,3.11,1.77,2.44,4.44,2.86,6.55,6,8.48,5.14
192908,-4.13,-4.23,-9.37,4.63,-4.7,-1.29,0.46,0.33,0.85,-0.52,1.75,0.66,5.72,1.9,-0.29,4.87,0.29,3.88,5.37,7.76,6.58,13.05,13.31,13.41,6.82
192909,-10.31,-2.47,-8.84,-5.83,-9.84,-7.57,-2.85,-4.71,-6.08,-2.09,-9.26,0.01,-2.22,-3.51,-0.61,0.66,1.25,-4.28,-4.07,-7.24,-5.81,-3.81,-4.03,-7.2,-6.87
192910,-26.29,-23.66,-18.6,-23.74,-16.91,-19.61,-19.09,-22.71,-16.08,-17.43,-28.26,-20.32,-12.66,-15.32,-19.05,-30.99,-23.19,-16.31,-13.43,-17.02,-24.45,-20.36,-13.16,-10.6,-7.49
192911,-1.36,-19.14,-4.53,-15.88,-15.55,-19.39,-14.88,-9.79,-10.27,-14.03,-14.03,-12.91,-7.79,-8.61,-12.2,-14.65,-14.83,-7.45,-8.8,-11.39,-13.2,-16.87,-10.1,-9.65,-6.33
192912,-0.42,-12.19,-8.55,-7.99,-3.12,-4.71,-6.22,-7.37,0.53,-4.52,-2.1,-0.91,2.52,-2.5,5.33,3.37,-3.2,-2.69,0.62,10.95,3.71,3.56,0.45,0.64,0.88
193001,-2.78,11.08,22.72,11.8,10.93,7.84,12.09,8.95,4.71,14.56,9.62,10.66,4.28,6.33,4.13,7.3,4.65,5.56,3.48,3.94,6.93,7.61,0.68,4.99,-0.41
193002,16.97,12.98,-1.71,-1.41,2.76,-1.91,2.32,4.16,1.41,5.24,1.78,3.15,2.1,3.6,2.84,0.48,8.52,-1.36,0.28,1,3.19,4.55,1.17,1.49,4.97
193003,22.82,-1.75,6.89,16.71,11.8,6.27,4.65,14.08,8.36,5.54,9.52,8.48,7.96,8.19,14.12,6.83,5.66,7.35,12.15,10.94,6.66,6.15,11.47,4.49,2.13
193004,-6.91,-3.82,-7,-7.74,-5.39,-8.81,-4.8,-3.13,-3.86,-5.17,-3.81,-4.35,-4.84,-3.23,-2.48,-2.54,-6.59,-5.33,-5.12,-4.45,-0.82,-3.33,0.04,-6.18,-7.34
193005,-2.41,-13.72,3.66,-5.14,-6.25,-5.83,-1.51,-5.27,-4.33,-2.56,-3.69,-0.53,-3.93,-2.41,0.38,-3.34,-3.63,-3.43,-0.13,-4.81,0.86,0.06,-2.04,-1.52,-0.8
193006,-13.45,-19.58,-16.5,-15.23,-20.91,-23.8,-17.57,-16.75,-17.4,-18.7,-14.43,-17.99,-14.53,-13.82,-17.5,-21.86,-18.59,-15.63,-14.15,-18.5,-17.71,-16.78,-13.4,-9.54,-9.66
193007,2.64,4.1,12.9,2.84,1.1,7.84,6.33,4.99,2.89,0.82,6.26,5.74,3.33,4.82,2.86,4.83,4.77,3.88,1.92,1.83,5.2,3.86,3.41,2.4,10.24
193008,-9.33,-8.54,-3.29,-5.97,-3.58,-3.76,0.38,-0.89,-2.68,-0.94,-2.66,-1.28,-1.82,-1.19,-1.1,1.79,-0.39,-1.6,-2.7,3.15,1.35,-0.44,0.45,-1.56,-24.04
193009,-30.8,-33.73,-29.98,-19.34,-19.59,-14.41,-14.26,-14.44,-15.68,-19.7,-12.7,-14.62,-12.03,-15.53,-21.71,-12.61,-14.76,-12.8,-12.83,-17.61,-12.63,-11.67,-9.38,-14.66,-28.06
193010,-31.86,-9.24,-6.81,-14.99,-9.84,-6.12,-11.48,-10.37,-9.73,-8.34,-13.82,-8.92,-5.93,-11.44,-18.75,-11.2,-9.48,-8.06,-11.33,-12.77,-10.04,-6.88,-6.87,-8.79,-20
193011,22.1,-15.49,-4.5,-1.28,-3.85,-6.52,1.98,-3.74,-2.52,-4.38,-0.97,-0.49,-2.46,2.09,-5.51,-0.82,0.68,-2.22,-4.78,-2.6,-2.44,-1.46,-4.95,-7.32,-12.5
193012,-20.13,-25.16,-24.39,-14.21,-17.06,-14.3,-11.39,-12.99,-16.52,-18.61,-5.1,-9.03,-7.65,-11.54,-17.6,-7.48,-9.56,-11.17,-10.58,-12.44,-5.43,-8.11,-7.3,-10.85,-30
